posted_date,city,new_cases,new_tests,new_deaths
2020-06-25,Laguna Beach,1,51,0
2020-06-26,Laguna Beach,6,54,0
2020-06-27,Laguna Beach,2,26,0
2020-06-28,Laguna Beach,1,17,0
2020-06-29,Laguna Beach,2,32,0
2020-06-30,Laguna Beach,3,56,0
2020-07-01,Laguna Beach,2,33,0
2020-07-02,Laguna Beach,2,46,0
2020-07-03,Laguna Beach,3,25,0
2020-07-04,Laguna Beach,0,6,0
2020-07-05,Laguna Beach,2,13,0
2020-07-06,Laguna Beach,5,50,0
2020-07-07,Laguna Beach,2,42,0
2020-07-08,Laguna Beach,3,45,0
2020-07-09,Laguna Beach,4,41,0
2020-07-10,Laguna Beach,3,47,0
2020-07-11,Laguna Beach,2,20,0
2020-07-12,Laguna Beach,0,14,0
2020-07-13,Laguna Beach,2,43,0
2020-07-14,Laguna Beach,1,23,0
2020-07-15,Laguna Beach,2,36,0
2020-07-16,Laguna Beach,3,42,0
2020-07-17,Laguna Beach,3,53,0
2020-07-18,Laguna Beach,0,11,0
2020-07-19,Laguna Beach,0,8,0
2020-07-20,Laguna Beach,4,47,0
2020-07-21,Laguna Beach,2,50,0
2020-07-22,Laguna Beach,1,25,0
2020-07-23,Laguna Beach,2,35,0
2020-07-24,Laguna Beach,2,29,1
2020-07-25,Laguna Beach,0,8,0
2020-07-26,Laguna Beach,2,12,0
2020-07-27,Laguna Beach,0,39,0
2020-07-28,Laguna Beach,1,40,0
2020-07-29,Laguna Beach,1,42,0
2020-07-30,Laguna Beach,0,38,0
2020-07-31,Laguna Beach,0,24,0
2020-08-01,Laguna Beach,1,20,0
2020-08-02,Laguna Beach,2,10,0
2020-08-03,Laguna Beach,0,33,0
2020-08-04,Laguna Beach,0,24,0
2020-08-05,Laguna Beach,1,32,0
2020-08-06,Laguna Beach,2,46,0
2020-08-07,Laguna Beach,0,41,0
2020-08-08,Laguna Beach,1,12,0
2020-08-09,Laguna Beach,0,17,0
2020-08-10,Laguna Beach,0,35,0
2020-08-11,Laguna Beach,0,44,0
2020-08-12,Laguna Beach,0,37,0
2020-08-13,Laguna Beach,3,31,0
2020-08-14,Laguna Beach,0,26,0
2020-08-15,Laguna Beach,1,13,0
2020-08-16,Laguna Beach,0,14,0
2020-08-17,Laguna Beach,0,32,0
2020-08-18,Laguna Beach,0,28,0
2020-08-19,Laguna Beach,1,31,0
2020-08-20,Laguna Beach,1,26,0
2020-08-21,Laguna Beach,1,37,0
2020-08-22,Laguna Beach,0,13,0
2020-08-23,Laguna Beach,0,14,0
2020-08-24,Laguna Beach,1,48,0
2020-08-25,Laguna Beach,0,54,0
2020-08-26,Laguna Beach,0,47,0
2020-08-27,Laguna Beach,0,25,0
2020-08-28,Laguna Beach,1,29,0
2020-08-29,Laguna Beach,0,15,0
2020-08-30,Laguna Beach,1,7,0
2020-08-31,Laguna Beach,0,41,0
2020-09-01,Laguna Beach,0,35,0
2020-09-02,Laguna Beach,1,35,0
2020-09-03,Laguna Beach,1,24,0
2020-09-04,Laguna Beach,1,30,0
2020-09-05,Laguna Beach,0,21,0
2020-09-06,Laguna Beach,0,16,0
2020-09-07,Laguna Beach,0,11,0
2020-09-08,Laguna Beach,1,32,0
2020-09-09,Laguna Beach,0,36,0
2020-09-10,Laguna Beach,4,31,0
2020-09-11,Laguna Beach,0,40,0
2020-09-12,Laguna Beach,0,12,0
2020-09-13,Laguna Beach,0,12,0
2020-09-14,Laguna Beach,1,52,0
2020-09-15,Laguna Beach,0,33,0
2020-09-16,Laguna Beach,3,57,0
2020-09-17,Laguna Beach,1,64,0
2020-09-18,Laguna Beach,1,28,0
2020-09-19,Laguna Beach,1,65,1
2020-09-20,Laguna Beach,0,16,0
2020-09-21,Laguna Beach,0,44,0
2020-09-22,Laguna Beach,1,35,0
2020-09-23,Laguna Beach,0,31,0
2020-09-24,Laguna Beach,2,36,0
2020-09-25,Laguna Beach,1,55,0
2020-09-26,Laguna Beach,0,17,0
2020-09-27,Laguna Beach,0,21,0
2020-09-28,Laguna Beach,0,40,0
2020-09-29,Laguna Beach,0,44,0
2020-09-30,Laguna Beach,0,35,0
2020-10-01,Laguna Beach,1,30,0
2020-10-02,Laguna Beach,0,34,0
2020-10-03,Laguna Beach,2,28,0
2020-10-04,Laguna Beach,0,23,0
2020-10-05,Laguna Beach,3,46,0
2020-10-06,Laguna Beach,0,47,0
2020-10-07,Laguna Beach,2,44,0
2020-10-08,Laguna Beach,1,42,0
2020-10-09,Laguna Beach,1,57,0
2020-10-10,Laguna Beach,0,25,0
2020-10-11,Laguna Beach,0,21,0
2020-10-12,Laguna Beach,0,53,0
2020-10-13,Laguna Beach,0,50,0
2020-10-14,Laguna Beach,0,50,0
2020-10-15,Laguna Beach,0,35,0
2020-10-16,Laguna Beach,1,21,0
2020-10-17,Laguna Beach,0,73,0
2020-10-18,Laguna Beach,0,17,0
2020-10-19,Laguna Beach,2,55,0
2020-10-20,Laguna Beach,0,59,0
2020-10-21,Laguna Beach,2,51,0
2020-10-22,Laguna Beach,2,42,0
2020-10-23,Laguna Beach,1,36,0
2020-10-24,Laguna Beach,0,29,0
2020-10-25,Laguna Beach,0,21,0
2020-10-26,Laguna Beach,0,51,0
2020-10-27,Laguna Beach,1,50,0
2020-10-28,Laguna Beach,2,58,0
2020-10-29,Laguna Beach,1,55,0
2020-10-30,Laguna Beach,2,57,0
2020-10-31,Laguna Beach,0,27,0
2020-11-01,Laguna Beach,0,23,0
2020-11-02,Laguna Beach,1,72,0
2020-11-03,Laguna Beach,1,52,0
2020-11-04,Laguna Beach,2,62,0
2020-11-05,Laguna Beach,3,52,0
2020-11-06,Laguna Beach,3,53,0
2020-11-07,Laguna Beach,0,16,0
2020-11-08,Laguna Beach,1,20,0
2020-11-09,Laguna Beach,4,74,0
2020-11-10,Laguna Beach,4,72,0
2020-11-11,Laguna Beach,3,58,0
2020-11-12,Laguna Beach,1,62,0
2020-11-13,Laguna Beach,2,67,0
2020-11-14,Laguna Beach,1,35,0
2020-11-15,Laguna Beach,4,31,0
2020-11-16,Laguna Beach,5,95,0
2020-11-17,Laguna Beach,6,162,0
2020-11-18,Laguna Beach,4,148,0
2020-11-19,Laguna Beach,5,112,0
2020-11-20,Laguna Beach,4,125,0
2020-11-21,Laguna Beach,3,84,0
2020-11-22,Laguna Beach,3,37,0
2020-11-23,Laguna Beach,7,114,0
2020-11-24,Laguna Beach,3,81,0
2020-11-25,Laguna Beach,3,58,0
2020-11-26,Laguna Beach,0,12,0
2020-11-27,Laguna Beach,0,16,0
2020-11-28,Laguna Beach,0,6,0
2020-11-29,Laguna Beach,0,10,0
2020-03-02,Laguna Hills,0,1,0
2020-03-04,Laguna Hills,0,1,0
2020-03-11,Laguna Hills,0,1,0
2020-03-12,Laguna Hills,0,3,0
2020-03-13,Laguna Hills,0,1,0
2020-03-14,Laguna Hills,0,1,0
2020-03-16,Laguna Hills,0,7,0
2020-03-17,Laguna Hills,0,3,0
2020-03-18,Laguna Hills,0,2,0
2020-03-19,Laguna Hills,0,4,0
2020-03-20,Laguna Hills,0,7,0
2020-03-22,Laguna Hills,0,2,0
2020-03-23,Laguna Hills,0,9,0
2020-03-24,Laguna Hills,0,2,0
2020-03-25,Laguna Hills,0,5,0
2020-03-26,Laguna Hills,1,4,0
2020-03-27,Laguna Hills,0,11,0
2020-03-28,Laguna Hills,1,4,0
2020-03-29,Laguna Hills,0,2,0
2020-03-30,Laguna Hills,1,9,0
2020-03-31,Laguna Hills,2,6,0
2020-04-01,Laguna Hills,0,4,0
2020-04-02,Laguna Hills,0,10,0
2020-04-03,Laguna Hills,3,12,0
2020-04-04,Laguna Hills,0,2,0
2020-04-05,Laguna Hills,1,3,0
2020-04-06,Laguna Hills,0,2,0
2020-04-07,Laguna Hills,0,9,0
2020-04-08,Laguna Hills,0,4,0
2020-04-09,Laguna Hills,1,8,0
2020-04-10,Laguna Hills,0,9,0
2020-04-11,Laguna Hills,0,3,0
2020-04-12,Laguna Hills,0,5,0
2020-04-13,Laguna Hills,0,8,0
2020-04-14,Laguna Hills,0,7,0
2020-04-15,Laguna Hills,1,7,0
2020-04-16,Laguna Hills,0,10,0
2020-04-17,Laguna Hills,0,10,0
2020-04-18,Laguna Hills,2,9,0
2020-04-19,Laguna Hills,0,3,0
2020-04-20,Laguna Hills,0,15,0
2020-04-21,Laguna Hills,0,9,0
2020-04-22,Laguna Hills,2,11,0
2020-04-23,Laguna Hills,0,10,0
2020-04-24,Laguna Hills,0,17,0
2020-04-25,Laguna Hills,1,9,0
2020-04-26,Laguna Hills,0,3,0
2020-04-27,Laguna Hills,1,20,0
2020-04-28,Laguna Hills,0,11,0
2020-04-29,Laguna Hills,0,26,0
2020-04-30,Laguna Hills,0,20,0
2020-05-01,Laguna Hills,0,31,1
2020-05-02,Laguna Hills,1,14,0
2020-05-03,Laguna Hills,0,5,0
2020-05-04,Laguna Hills,1,23,0
2020-05-05,Laguna Hills,2,25,0
2020-05-06,Laguna Hills,1,25,0
2020-05-07,Laguna Hills,1,22,0
2020-05-08,Laguna Hills,2,28,0
2020-05-09,Laguna Hills,0,9,0
2020-05-10,Laguna Hills,0,11,0
2020-05-11,Laguna Hills,0,18,0
2020-05-12,Laguna Hills,1,28,0
2020-05-13,Laguna Hills,2,29,0
2020-05-14,Laguna Hills,0,20,0
2020-05-15,Laguna Hills,1,40,1
2020-05-16,Laguna Hills,0,8,0
2020-05-17,Laguna Hills,0,14,0
2020-05-18,Laguna Hills,0,27,0
2020-05-19,Laguna Hills,0,25,0
2020-05-20,Laguna Hills,0,14,0
2020-05-21,Laguna Hills,0,42,0
2020-05-22,Laguna Hills,0,33,0
2020-05-23,Laguna Hills,0,9,0
2020-05-24,Laguna Hills,1,17,0
2020-05-25,Laguna Hills,0,8,0
2020-05-26,Laguna Hills,1,34,0
2020-05-27,Laguna Hills,0,21,0
2020-05-28,Laguna Hills,1,39,0
2020-05-29,Laguna Hills,0,29,0
2020-05-30,Laguna Hills,0,6,0
2020-05-31,Laguna Hills,0,11,0
2020-06-01,Laguna Hills,0,20,0
2020-06-02,Laguna Hills,0,38,0
2020-06-03,Laguna Hills,0,24,0
2020-06-04,Laguna Hills,0,22,1
2020-06-05,Laguna Hills,0,27,0
2020-06-06,Laguna Hills,0,26,0
2020-06-07,Laguna Hills,2,17,0
2020-06-08,Laguna Hills,4,24,1
2020-06-09,Laguna Hills,1,38,0
2020-06-10,Laguna Hills,2,49,0
2020-06-11,Laguna Hills,4,35,0
2020-06-12,Laguna Hills,1,35,0
2020-06-13,Laguna Hills,0,18,0
2020-06-14,Laguna Hills,0,15,1
2020-06-15,Laguna Hills,2,55,0
2020-06-16,Laguna Hills,3,51,0
2020-06-17,Laguna Hills,4,41,0
2020-06-18,Laguna Hills,6,61,0
2020-06-19,Laguna Hills,2,67,0
2020-06-20,Laguna Hills,3,40,0
2020-06-21,Laguna Hills,1,18,0
2020-06-22,Laguna Hills,4,36,0
2020-06-23,Laguna Hills,3,88,0
2020-06-24,Laguna Hills,7,57,0
2020-06-25,Laguna Hills,7,60,0
2020-06-26,Laguna Hills,11,63,0
2020-06-27,Laguna Hills,8,43,0
2020-06-28,Laguna Hills,5,23,0
2020-06-29,Laguna Hills,8,56,0
2020-06-30,Laguna Hills,1,51,0
2020-07-01,Laguna Hills,9,44,0
2020-07-02,Laguna Hills,4,60,0
2020-07-03,Laguna Hills,5,58,0
2020-07-04,Laguna Hills,1,22,0
2020-07-05,Laguna Hills,3,19,0
2020-07-06,Laguna Hills,11,71,0
2020-07-07,Laguna Hills,7,98,0
2020-07-08,Laguna Hills,2,134,0
2020-07-09,Laguna Hills,7,85,0
2020-07-10,Laguna Hills,8,86,0
2020-07-11,Laguna Hills,2,29,0
2020-07-12,Laguna Hills,4,14,0
2020-07-13,Laguna Hills,6,78,0
2020-07-14,Laguna Hills,5,63,0
2020-07-15,Laguna Hills,3,82,0
2020-07-16,Laguna Hills,5,67,0
2020-07-17,Laguna Hills,6,64,0
2020-07-18,Laguna Hills,4,28,0
2020-07-19,Laguna Hills,2,22,0
2020-07-20,Laguna Hills,6,52,0
2020-07-21,Laguna Hills,5,76,0
2020-07-22,Laguna Hills,1,32,0
2020-07-23,Laguna Hills,2,46,0
2020-07-24,Laguna Hills,1,36,0
2020-07-25,Laguna Hills,2,20,0
2020-07-26,Laguna Hills,3,18,0
2020-07-27,Laguna Hills,3,36,0
2020-07-28,Laguna Hills,3,55,0
2020-07-29,Laguna Hills,3,39,0
2020-07-30,Laguna Hills,1,53,0
2020-07-31,Laguna Hills,0,36,0
2020-08-01,Laguna Hills,1,29,0
2020-08-02,Laguna Hills,2,20,0
2020-08-03,Laguna Hills,2,47,1
2020-08-04,Laguna Hills,2,59,0
2020-08-05,Laguna Hills,2,39,0
2020-08-06,Laguna Hills,2,46,0
2020-08-07,Laguna Hills,2,40,0
2020-08-08,Laguna Hills,2,29,0
2020-08-09,Laguna Hills,0,24,0
2020-08-10,Laguna Hills,0,44,0
2020-08-11,Laguna Hills,1,59,0
2020-08-12,Laguna Hills,0,40,0
2020-08-13,Laguna Hills,2,36,0
2020-08-14,Laguna Hills,1,35,0
2020-08-15,Laguna Hills,0,13,0
2020-08-16,Laguna Hills,2,29,0
2020-08-17,Laguna Hills,0,41,0
2020-08-18,Laguna Hills,2,52,0
2020-08-19,Laguna Hills,0,56,0
2020-08-20,Laguna Hills,1,36,0
2020-08-21,Laguna Hills,2,35,0
2020-08-22,Laguna Hills,1,18,0
2020-08-23,Laguna Hills,1,11,0
2020-08-24,Laguna Hills,1,48,0
2020-08-25,Laguna Hills,1,73,0
2020-08-26,Laguna Hills,2,50,0
2020-08-27,Laguna Hills,1,64,0
2020-08-28,Laguna Hills,1,54,0
2020-08-29,Laguna Hills,0,17,0
2020-08-30,Laguna Hills,0,31,0
2020-08-31,Laguna Hills,1,39,0
2020-09-01,Laguna Hills,1,54,0
2020-09-02,Laguna Hills,0,57,0
2020-09-03,Laguna Hills,0,62,0
2020-09-04,Laguna Hills,4,67,0
2020-09-05,Laguna Hills,1,27,0
2020-09-06,Laguna Hills,0,31,0
2020-09-07,Laguna Hills,0,14,0
2020-09-08,Laguna Hills,3,66,0
2020-09-09,Laguna Hills,1,67,0
2020-09-10,Laguna Hills,0,74,0
2020-09-11,Laguna Hills,1,52,1
2020-09-12,Laguna Hills,0,25,0
2020-09-13,Laguna Hills,0,10,0
2020-09-14,Laguna Hills,3,58,0
2020-09-15,Laguna Hills,1,77,0
2020-09-16,Laguna Hills,1,53,0
2020-09-17,Laguna Hills,3,86,0
2020-09-18,Laguna Hills,2,68,0
2020-09-19,Laguna Hills,1,29,0
2020-09-20,Laguna Hills,0,24,0
2020-09-21,Laguna Hills,2,45,0
2020-09-22,Laguna Hills,4,72,1
2020-09-23,Laguna Hills,1,60,0
2020-09-24,Laguna Hills,0,60,0
2020-09-25,Laguna Hills,0,56,0
2020-09-26,Laguna Hills,0,21,0
2020-09-27,Laguna Hills,0,21,0
2020-09-28,Laguna Hills,2,62,0
2020-09-29,Laguna Hills,4,55,0
2020-09-30,Laguna Hills,1,75,0
2020-10-01,Laguna Hills,1,62,0
2020-10-02,Laguna Hills,1,56,0
2020-10-03,Laguna Hills,0,26,0
2020-10-04,Laguna Hills,0,18,0
2020-10-05,Laguna Hills,1,55,0
2020-10-06,Laguna Hills,1,73,0
2020-10-07,Laguna Hills,0,66,0
2020-10-08,Laguna Hills,3,61,0
2020-10-09,Laguna Hills,0,71,0
2020-10-10,Laguna Hills,1,34,0
2020-10-11,Laguna Hills,0,24,0
2020-10-12,Laguna Hills,1,58,0
2020-10-13,Laguna Hills,0,69,0
2020-10-14,Laguna Hills,0,63,0
2020-10-15,Laguna Hills,0,72,0
2020-10-16,Laguna Hills,2,60,0
2020-10-17,Laguna Hills,2,43,0
2020-10-18,Laguna Hills,0,26,0
2020-10-19,Laguna Hills,0,79,0
2020-10-20,Laguna Hills,3,79,0
2020-10-21,Laguna Hills,2,73,0
2020-10-22,Laguna Hills,4,70,0
2020-10-23,Laguna Hills,1,61,0
2020-10-24,Laguna Hills,1,36,0
2020-10-25,Laguna Hills,2,35,0
2020-10-26,Laguna Hills,0,68,0
2020-10-27,Laguna Hills,2,78,0
2020-10-28,Laguna Hills,0,80,0
2020-10-29,Laguna Hills,1,61,0
2020-10-30,Laguna Hills,1,54,0
2020-10-31,Laguna Hills,3,29,0
2020-11-01,Laguna Hills,0,39,0
2020-11-02,Laguna Hills,6,112,0
2020-11-03,Laguna Hills,1,84,0
2020-11-04,Laguna Hills,5,79,0
2020-11-05,Laguna Hills,4,79,0
2020-11-06,Laguna Hills,1,81,0
2020-11-07,Laguna Hills,3,24,0
2020-11-08,Laguna Hills,0,28,0
2020-11-09,Laguna Hills,2,97,0
2020-11-10,Laguna Hills,0,80,0
2020-11-11,Laguna Hills,5,81,0
2020-11-12,Laguna Hills,3,92,0
2020-11-13,Laguna Hills,3,83,0
2020-11-14,Laguna Hills,2,40,0
2020-11-15,Laguna Hills,5,45,0
2020-11-16,Laguna Hills,7,115,0
2020-11-17,Laguna Hills,6,128,0
2020-11-18,Laguna Hills,2,131,0
2020-11-19,Laguna Hills,5,116,0
2020-11-20,Laguna Hills,4,123,0
2020-11-21,Laguna Hills,7,58,0
2020-11-22,Laguna Hills,7,52,0
2020-11-23,Laguna Hills,8,148,0
2020-11-24,Laguna Hills,12,125,0
2020-11-25,Laguna Hills,11,104,0
2020-11-26,Laguna Hills,2,19,0
2020-11-27,Laguna Hills,0,36,0
2020-11-28,Laguna Hills,1,9,0
2020-11-29,Laguna Hills,0,4,0
2020-01-06,Laguna Niguel,0,1,0
2020-03-02,Laguna Niguel,2,2,0
2020-03-04,Laguna Niguel,0,1,0
2020-03-05,Laguna Niguel,0,2,0
2020-03-09,Laguna Niguel,1,1,0
2020-03-11,Laguna Niguel,2,2,0
2020-03-12,Laguna Niguel,0,1,0
2020-03-13,Laguna Niguel,2,8,0
2020-03-14,Laguna Niguel,0,8,0
2020-03-15,Laguna Niguel,0,3,0
2020-03-16,Laguna Niguel,1,13,0
2020-03-17,Laguna Niguel,2,21,0
2020-03-18,Laguna Niguel,0,23,0
2020-03-19,Laguna Niguel,2,14,0
2020-03-20,Laguna Niguel,0,13,0
2020-03-21,Laguna Niguel,0,4,0
2020-03-22,Laguna Niguel,0,9,0
2020-03-23,Laguna Niguel,1,18,0
2020-03-24,Laguna Niguel,0,15,0
2020-03-25,Laguna Niguel,2,18,0
2020-03-26,Laguna Niguel,3,12,0
2020-03-27,Laguna Niguel,0,10,0
2020-03-28,Laguna Niguel,0,6,0
2020-03-29,Laguna Niguel,0,5,0
2020-03-30,Laguna Niguel,1,13,0
2020-03-31,Laguna Niguel,3,17,0
2020-04-01,Laguna Niguel,2,18,0
2020-04-02,Laguna Niguel,0,12,0
2020-04-03,Laguna Niguel,1,19,0
2020-04-04,Laguna Niguel,0,5,0
2020-04-05,Laguna Niguel,0,4,0
2020-04-06,Laguna Niguel,1,11,0
2020-04-07,Laguna Niguel,0,16,0
2020-04-08,Laguna Niguel,1,17,0
2020-04-09,Laguna Niguel,0,8,0
2020-04-10,Laguna Niguel,2,12,0
2020-04-11,Laguna Niguel,0,4,0
2020-04-12,Laguna Niguel,0,3,0
2020-04-13,Laguna Niguel,0,10,0
2020-04-14,Laguna Niguel,1,9,0
2020-04-15,Laguna Niguel,0,12,0
2020-04-16,Laguna Niguel,0,12,0
2020-04-17,Laguna Niguel,0,13,0
2020-04-18,Laguna Niguel,0,10,0
2020-04-19,Laguna Niguel,0,6,0
2020-04-20,Laguna Niguel,0,22,0
2020-04-21,Laguna Niguel,0,21,0
2020-04-22,Laguna Niguel,0,20,0
2020-04-23,Laguna Niguel,0,11,0
2020-04-24,Laguna Niguel,0,21,0
2020-04-25,Laguna Niguel,0,6,0
2020-04-26,Laguna Niguel,0,4,0
2020-04-27,Laguna Niguel,0,29,0
2020-04-28,Laguna Niguel,0,17,0
2020-04-29,Laguna Niguel,0,25,0
2020-04-30,Laguna Niguel,0,26,0
2020-05-01,Laguna Niguel,0,53,0
2020-05-02,Laguna Niguel,0,16,0
2020-05-03,Laguna Niguel,0,10,0
2020-05-04,Laguna Niguel,0,31,0
2020-05-05,Laguna Niguel,0,36,0
2020-05-06,Laguna Niguel,2,25,0
2020-05-07,Laguna Niguel,0,23,0
2020-05-08,Laguna Niguel,0,27,0
2020-05-09,Laguna Niguel,0,17,0
2020-05-10,Laguna Niguel,0,21,0
2020-05-11,Laguna Niguel,1,40,0
2020-05-12,Laguna Niguel,0,38,0
2020-05-13,Laguna Niguel,0,28,0
2020-05-14,Laguna Niguel,0,28,0
2020-05-15,Laguna Niguel,0,36,0
2020-05-16,Laguna Niguel,0,20,0
2020-05-17,Laguna Niguel,0,18,0
2020-05-18,Laguna Niguel,0,36,0
2020-05-19,Laguna Niguel,0,30,0
2020-05-20,Laguna Niguel,0,44,0
2020-05-21,Laguna Niguel,2,30,0
2020-05-22,Laguna Niguel,0,57,0
2020-05-23,Laguna Niguel,0,14,0
2020-05-24,Laguna Niguel,1,23,0
2020-05-25,Laguna Niguel,0,24,0
2020-05-26,Laguna Niguel,0,58,0
2020-05-27,Laguna Niguel,2,35,0
2020-05-28,Laguna Niguel,1,54,0
2020-05-29,Laguna Niguel,1,62,0
2020-05-30,Laguna Niguel,0,29,0
2020-05-31,Laguna Niguel,0,20,0
2020-06-01,Laguna Niguel,0,55,0
2020-06-02,Laguna Niguel,2,74,0
2020-06-03,Laguna Niguel,1,54,0
2020-06-04,Laguna Niguel,1,48,0
2020-06-05,Laguna Niguel,0,52,0
2020-06-06,Laguna Niguel,0,31,0
2020-06-07,Laguna Niguel,0,16,0
2020-06-08,Laguna Niguel,0,40,0
2020-06-09,Laguna Niguel,0,75,0
2020-06-10,Laguna Niguel,2,44,0
2020-06-11,Laguna Niguel,0,53,0
2020-06-12,Laguna Niguel,1,56,0
2020-06-13,Laguna Niguel,3,38,0
2020-06-14,Laguna Niguel,3,27,0
2020-06-15,Laguna Niguel,3,81,0
2020-06-16,Laguna Niguel,4,73,0
2020-06-17,Laguna Niguel,5,63,0
2020-06-18,Laguna Niguel,1,75,0
2020-06-19,Laguna Niguel,11,80,0
2020-06-20,Laguna Niguel,1,53,0
2020-06-21,Laguna Niguel,5,36,0
2020-06-22,Laguna Niguel,4,81,0
2020-06-23,Laguna Niguel,8,104,0
2020-06-24,Laguna Niguel,11,90,0
2020-06-25,Laguna Niguel,13,105,0
2020-06-26,Laguna Niguel,8,110,0
2020-06-27,Laguna Niguel,3,54,0
2020-06-28,Laguna Niguel,2,49,0
2020-06-29,Laguna Niguel,12,93,0
2020-06-30,Laguna Niguel,5,83,0
2020-07-01,Laguna Niguel,4,70,0
2020-07-02,Laguna Niguel,9,92,0
2020-07-03,Laguna Niguel,7,62,0
2020-07-04,Laguna Niguel,4,35,0
2020-07-05,Laguna Niguel,4,36,0
2020-07-06,Laguna Niguel,8,93,0
2020-07-07,Laguna Niguel,8,120,0
2020-07-08,Laguna Niguel,12,82,0
2020-07-09,Laguna Niguel,9,85,0
2020-07-10,Laguna Niguel,13,120,0
2020-07-11,Laguna Niguel,4,65,1
2020-07-12,Laguna Niguel,3,45,0
2020-07-13,Laguna Niguel,5,85,0
2020-07-14,Laguna Niguel,10,85,0
2020-07-15,Laguna Niguel,11,93,0
2020-07-16,Laguna Niguel,4,115,0
2020-07-17,Laguna Niguel,5,97,0
2020-07-18,Laguna Niguel,3,55,0
2020-07-19,Laguna Niguel,4,47,0
2020-07-20,Laguna Niguel,6,90,0
2020-07-21,Laguna Niguel,5,84,0
2020-07-22,Laguna Niguel,1,76,0
2020-07-23,Laguna Niguel,3,74,0
2020-07-24,Laguna Niguel,1,79,0
2020-07-25,Laguna Niguel,3,50,0
2020-07-26,Laguna Niguel,0,29,0
2020-07-27,Laguna Niguel,1,65,0
2020-07-28,Laguna Niguel,2,81,0
2020-07-29,Laguna Niguel,3,66,0
2020-07-30,Laguna Niguel,2,72,0
2020-07-31,Laguna Niguel,3,83,0
2020-08-01,Laguna Niguel,2,43,0
2020-08-02,Laguna Niguel,2,26,0
2020-08-03,Laguna Niguel,6,76,0
2020-08-04,Laguna Niguel,2,63,0
2020-08-05,Laguna Niguel,1,70,0
2020-08-06,Laguna Niguel,4,70,0
2020-08-07,Laguna Niguel,3,74,0
2020-08-08,Laguna Niguel,0,43,0
2020-08-09,Laguna Niguel,0,43,0
2020-08-10,Laguna Niguel,3,87,0
2020-08-11,Laguna Niguel,5,97,0
2020-08-12,Laguna Niguel,1,64,0
2020-08-13,Laguna Niguel,0,87,0
2020-08-14,Laguna Niguel,2,59,0
2020-08-15,Laguna Niguel,0,29,0
2020-08-16,Laguna Niguel,2,24,0
2020-08-17,Laguna Niguel,1,96,0
2020-08-18,Laguna Niguel,1,73,0
2020-08-19,Laguna Niguel,1,54,0
2020-08-20,Laguna Niguel,0,48,0
2020-08-21,Laguna Niguel,3,61,0
2020-08-22,Laguna Niguel,0,28,0
2020-08-23,Laguna Niguel,0,26,0
2020-08-24,Laguna Niguel,3,67,0
2020-08-25,Laguna Niguel,3,96,0
2020-08-26,Laguna Niguel,5,70,0
2020-08-27,Laguna Niguel,5,76,0
2020-08-28,Laguna Niguel,1,75,0
2020-08-29,Laguna Niguel,1,35,0
2020-08-30,Laguna Niguel,0,33,0
2020-08-31,Laguna Niguel,5,73,0
2020-09-01,Laguna Niguel,0,78,0
2020-09-02,Laguna Niguel,1,68,0
2020-09-03,Laguna Niguel,2,70,0
2020-09-04,Laguna Niguel,1,73,0
2020-09-05,Laguna Niguel,2,38,0
2020-09-06,Laguna Niguel,1,34,0
2020-09-07,Laguna Niguel,1,26,0
2020-09-08,Laguna Niguel,3,74,0
2020-09-09,Laguna Niguel,1,77,0
2020-09-10,Laguna Niguel,4,92,0
2020-09-11,Laguna Niguel,1,78,0
2020-09-12,Laguna Niguel,1,49,0
2020-09-13,Laguna Niguel,3,35,1
2020-09-14,Laguna Niguel,6,78,0
2020-09-15,Laguna Niguel,2,67,0
2020-09-16,Laguna Niguel,2,94,0
2020-09-17,Laguna Niguel,2,119,0
2020-09-18,Laguna Niguel,0,84,0
2020-09-19,Laguna Niguel,1,55,0
2020-09-20,Laguna Niguel,1,42,0
2020-09-21,Laguna Niguel,0,92,0
2020-09-22,Laguna Niguel,1,88,0
2020-09-23,Laguna Niguel,2,89,0
2020-09-24,Laguna Niguel,3,88,0
2020-09-25,Laguna Niguel,6,91,0
2020-09-26,Laguna Niguel,0,39,0
2020-09-27,Laguna Niguel,1,43,0
2020-09-28,Laguna Niguel,2,91,0
2020-09-29,Laguna Niguel,7,90,0
2020-09-30,Laguna Niguel,2,97,0
2020-10-01,Laguna Niguel,1,90,0
2020-10-02,Laguna Niguel,2,83,0
2020-10-03,Laguna Niguel,0,38,0
2020-10-04,Laguna Niguel,3,58,0
2020-10-05,Laguna Niguel,5,104,0
2020-10-06,Laguna Niguel,3,115,0
2020-10-07,Laguna Niguel,2,95,0
2020-10-08,Laguna Niguel,4,119,0
2020-10-09,Laguna Niguel,0,109,0
2020-10-10,Laguna Niguel,3,51,0
2020-10-11,Laguna Niguel,1,45,0
2020-10-12,Laguna Niguel,2,114,0
2020-10-13,Laguna Niguel,3,109,0
2020-10-14,Laguna Niguel,6,106,0
2020-10-15,Laguna Niguel,1,116,0
2020-10-16,Laguna Niguel,2,102,0
2020-10-17,Laguna Niguel,2,77,0
2020-10-18,Laguna Niguel,2,50,0
2020-10-19,Laguna Niguel,4,124,0
2020-10-20,Laguna Niguel,1,126,0
2020-10-21,Laguna Niguel,1,108,0
2020-10-22,Laguna Niguel,1,135,0
2020-10-23,Laguna Niguel,2,110,0
